idx,predict label,golden label
1361,tensor(4),4
1362,tensor(3),4
1363,tensor(3),4
1364,tensor(4),4
1365,tensor(3),4
1366,tensor(4),4
1367,tensor(1),4
1368,tensor(4),4
1369,tensor(1),4
1370,tensor(4),4
1371,tensor(3),4
1372,tensor(3),4
1373,tensor(3),4
1374,tensor(4),4
1375,tensor(4),4
1376,tensor(4),4
1377,tensor(3),4
1378,tensor(4),4
1379,tensor(4),4
1380,tensor(4),4
1381,tensor(4),4
1382,tensor(4),4
1383,tensor(4),4
1384,tensor(4),4
1385,tensor(0),4
1386,tensor(4),4
1387,tensor(4),4
1388,tensor(4),4
1389,tensor(3),4
1390,tensor(1),4
1391,tensor(4),4
1392,tensor(4),4
1393,tensor(0),4
1394,tensor(4),4
1395,tensor(3),4
1396,tensor(0),4
1397,tensor(3),4
1398,tensor(4),4
1399,tensor(4),4
1400,tensor(4),4
1401,tensor(4),4
1402,tensor(4),4
1403,tensor(0),4
1404,tensor(4),4
1405,tensor(4),4
1406,tensor(4),4
1407,tensor(3),4
1408,tensor(4),4
1409,tensor(4),4
1410,tensor(4),4
1411,tensor(3),4
1412,tensor(4),4
1413,tensor(4),4
1414,tensor(3),4
1415,tensor(4),4
1416,tensor(4),4
1417,tensor(4),4
1418,tensor(3),4
1419,tensor(4),4
1420,tensor(2),4
1421,tensor(4),4
1422,tensor(3),4
1423,tensor(4),4
1424,tensor(3),4
1425,tensor(4),4
1426,tensor(4),4
1427,tensor(0),4
1428,tensor(4),4
1429,tensor(4),4
1430,tensor(1),4
1431,tensor(4),4
1432,tensor(3),4
1433,tensor(3),4
1434,tensor(4),4
1435,tensor(4),4
1436,tensor(4),4
1437,tensor(3),4
1438,tensor(0),4
1439,tensor(3),4
1440,tensor(4),4
1441,tensor(0),4
1442,tensor(4),4
1443,tensor(3),4
1444,tensor(4),4
1445,tensor(3),4
1446,tensor(4),4
1447,tensor(4),4
1448,tensor(3),4
1449,tensor(3),4
1450,tensor(4),4
1451,tensor(1),4
1452,tensor(4),4
1453,tensor(3),4
1454,tensor(4),4
1455,tensor(3),4
1456,tensor(3),4
1457,tensor(4),4
1458,tensor(4),4
1459,tensor(3),4
1460,tensor(3),4
1461,tensor(3),4
1462,tensor(3),4
1463,tensor(4),4
1464,tensor(4),4
1465,tensor(4),4
1466,tensor(4),4
1467,tensor(4),4
1468,tensor(3),4
1469,tensor(3),4
1470,tensor(4),4
1471,tensor(4),4
1472,tensor(4),4
1473,tensor(3),4
1474,tensor(4),4
1475,tensor(3),4
1476,tensor(3),4
1477,tensor(1),4
1478,tensor(4),4
1479,tensor(3),4
1480,tensor(4),4
1481,tensor(4),4
1482,tensor(1),4
1483,tensor(4),4
1484,tensor(4),4
1485,tensor(1),4
1486,tensor(4),4
1487,tensor(4),4
1488,tensor(2),4
1489,tensor(4),4
1490,tensor(3),4
1491,tensor(3),4
1492,tensor(3),4
1493,tensor(2),4
1494,tensor(4),4
1495,tensor(3),4
1496,tensor(3),4
1497,tensor(4),4
1498,tensor(4),4
1499,tensor(4),4
1500,tensor(4),4
1501,tensor(4),4
1502,tensor(3),4
1503,tensor(1),4
1504,tensor(3),4
1505,tensor(4),4
1506,tensor(4),4
1507,tensor(4),4
1508,tensor(4),4
1509,tensor(3),4
1510,tensor(4),4
1511,tensor(4),4
1512,tensor(4),4
1513,tensor(4),4
1514,tensor(4),4
1515,tensor(4),4
1516,tensor(4),4
1517,tensor(4),4
1518,tensor(3),4
1519,tensor(4),4
1520,tensor(4),4
1521,tensor(1),4
1522,tensor(4),4
1523,tensor(4),4
1524,tensor(0),4
1525,tensor(3),4
1526,tensor(4),4
1527,tensor(4),4
1528,tensor(4),4
1529,tensor(1),4
1530,tensor(1),4
1531,tensor(4),4
1532,tensor(4),4
1533,tensor(4),4
1534,tensor(0),4
1535,tensor(4),4
1536,tensor(4),4
1537,tensor(4),4
1538,tensor(4),4
1539,tensor(3),4
1540,tensor(4),4
1541,tensor(3),4
1542,tensor(3),4
1543,tensor(3),4
1544,tensor(4),4
1545,tensor(1),4
1546,tensor(4),4
1547,tensor(3),4
1548,tensor(4),4
1549,tensor(3),4
1550,tensor(4),4
1551,tensor(0),4
1552,tensor(4),4
1553,tensor(3),4
1554,tensor(3),4
1555,tensor(4),4
1556,tensor(3),4
1557,tensor(0),4
1558,tensor(4),4
1559,tensor(3),4
1560,tensor(2),4
1561,tensor(0),4
1562,tensor(0),4
1563,tensor(4),4
1564,tensor(4),4
1565,tensor(1),4
1566,tensor(4),4
1567,tensor(4),4
1568,tensor(3),4
1569,tensor(4),4
1570,tensor(4),4
1571,tensor(4),4
1572,tensor(4),4
1573,tensor(4),4
1574,tensor(4),4
1575,tensor(3),4
1576,tensor(3),4
1577,tensor(0),4
1578,tensor(3),4
1579,tensor(4),4
1580,tensor(1),4
1581,tensor(4),4
1582,tensor(4),4
1583,tensor(4),4
1584,tensor(4),4
1585,tensor(3),4
1586,tensor(4),4
1587,tensor(4),4
1588,tensor(3),4
1589,tensor(3),4
1590,tensor(4),4
1591,tensor(4),4
1592,tensor(4),4
1593,tensor(2),4
1594,tensor(2),4
1595,tensor(3),4
1596,tensor(4),4
1597,tensor(3),4
1598,tensor(4),4
1599,tensor(4),4
